Id,Type,Quantity,Sales,Shipping,Customer Name,Province,Region
4403,Office Supplies,36,173.22,Regular Air,Rob Haberlin,Ontario,Ontario
4404,Furniture,41,782.05,Regular Air,Erica Hackney,Ontario,Ontario
4405,Office Supplies,41,162.51,Regular Air,John Castell,Ontario,Ontario
4406,Furniture,3,561.43,Delivery Truck,John Castell,Ontario,Ontario
4407,Technology,43,2251.497,Express Air,Benjamin Patterson,Ontario,Ontario
4408,Office Supplies,44,324.2,Express Air,Maureen Fritzler,Ontario,Ontario
4409,Office Supplies,45,156.95,Regular Air,Maureen Fritzler,Ontario,Ontario
4410,Office Supplies,18,92.4,Express Air,Michael Dominguez,Ontario,Ontario
4411,Furniture,10,1004.89,Delivery Truck,Jessica Myrick,Ontario,Ontario
4412,Furniture,47,329.06,Regular Air,Jessica Myrick,Ontario,Ontario
4413,Office Supplies,47,4387.24,Regular Air,Jim Sink,Ontario,Ontario
4414,Office Supplies,41,260.31,Regular Air,Jim Sink,Ontario,Ontario
4415,Furniture,48,7227.42,Delivery Truck,Mark Cousins,Ontario,Ontario
4416,Technology,39,1836.187,Regular Air,Mark Cousins,Ontario,Ontario
4417,Office Supplies,8,121.74,Regular Air,John Castell,Ontario,Ontario
4418,Technology,4,700.366,Regular Air,John Castell,Ontario,Ontario
4419,Office Supplies,48,92.25,Regular Air,Mark Cousins,Ontario,Ontario
4420,Office Supplies,24,475.9,Regular Air,Kalyca Meade,Ontario,Ontario
4421,Technology,23,2296.76,Regular Air,Lena Creighton,Ontario,Ontario
4422,Furniture,45,508.49,Express Air,Lena Creighton,Ontario,Ontario
4423,Office Supplies,17,204.07,Express Air,Michael Dominguez,Ontario,Ontario
4424,Furniture,48,112.16,Regular Air,Max Jones,Ontario,Ontario
4425,Office Supplies,12,34.41,Regular Air,Odella Nelson,Ontario,Ontario
4426,Office Supplies,15,600.8,Regular Air,Max Jones,Ontario,Ontario
4427,Furniture,19,3896.39,Regular Air,Clytie Kelty,Ontario,Ontario
4428,Office Supplies,11,773.74,Regular Air,Duane Benoit,Ontario,Ontario
4429,Technology,16,302.1325,Regular Air,Duane Benoit,Ontario,Ontario
4430,Office Supplies,34,75.57,Regular Air,Max Jones,Ontario,Ontario
4431,Furniture,45,16699.56,Delivery Truck,Mark Cousins,Ontario,Ontario
4432,Furniture,40,21425.91,Delivery Truck,Max Jones,Ontario,Ontario
4433,Furniture,20,5304.42,Delivery Truck,Gene McClure,Ontario,Ontario
4434,Furniture,16,1223.43,Delivery Truck,Denny Joy,Ontario,Ontario
4435,Technology,50,2018.68,Regular Air,Denny Joy,Ontario,Ontario
4436,Technology,46,1477.572,Regular Air,Odella Nelson,Ontario,Ontario
4437,Office Supplies,39,3842.99,Regular Air,John Castell,Ontario,Ontario
4438,Technology,32,1587.16,Express Air,Clytie Kelty,Ontario,Ontario
4439,Technology,1,107.95,Regular Air,Benjamin Patterson,Ontario,Ontario
4440,Office Supplies,1,70.91,Regular Air,Michael Dominguez,Ontario,Ontario
4441,Office Supplies,48,179.65,Regular Air,Michael Dominguez,Ontario,Ontario
4442,Furniture,24,113.43,Regular Air,Duane Benoit,Ontario,Ontario
4443,Furniture,15,2130.66,Delivery Truck,Michael Dominguez,Ontario,Ontario
4444,Office Supplies,7,51.27,Regular Air,Amy Cox,Ontario,Ontario
4445,Office Supplies,7,53.29,Regular Air,Benjamin Patterson,Ontario,Ontario
4446,Technology,22,399.64,Regular Air,Maureen Fritzler,Ontario,Ontario
4447,Office Supplies,41,277.35,Regular Air,Maureen Fritzler,Ontario,Ontario
4448,Furniture,20,1357.44,Delivery Truck,Mark Cousins,Ontario,Ontario
4449,Office Supplies,12,507.44,Regular Air,Kalyca Meade,Ontario,Ontario
4450,Office Supplies,36,4169.93,Express Air,Michael Dominguez,Ontario,Ontario
4451,Furniture,2,289.73,Delivery Truck,Odella Nelson,Ontario,Ontario
4452,Furniture,4,757.11,Delivery Truck,Hallie Redmond,Ontario,Ontario
4453,Office Supplies,24,8920.08,Regular Air,Lena Creighton,Ontario,Ontario
4454,Office Supplies,49,188.7,Regular Air,Lena Creighton,Ontario,Ontario
4455,Furniture,36,14358.64,Delivery Truck,Lena Creighton,Ontario,Ontario
4456,Office Supplies,7,345.37,Regular Air,Clytie Kelty,Ontario,Ontario
4457,Office Supplies,8,105.95,Regular Air,Odella Nelson,Ontario,Ontario
4458,Office Supplies,21,73.8,Regular Air,Odella Nelson,Ontario,Ontario
4459,Furniture,44,5483.96,Delivery Truck,Lena Creighton,Ontario,Ontario
4460,Office Supplies,35,205.87,Regular Air,Amy Cox,Ontario,Ontario
4461,Office Supplies,38,65.12,Regular Air,Amy Cox,Ontario,Ontario
4462,Technology,12,2608.79,Delivery Truck,Duane Benoit,Ontario,Ontario
4463,Furniture,6,907.24,Express Air,Amy Cox,Ontario,Ontario
4464,Office Supplies,24,9396.27,Regular Air,Maureen Fritzler,Ontario,Ontario
4465,Furniture,21,340.7,Delivery Truck,Benjamin Patterson,Ontario,Ontario
4466,Furniture,13,1835.47,Delivery Truck,Katrina Willman,Ontario,Ontario
4467,Office Supplies,41,902.19,Regular Air,Hallie Redmond,Ontario,Ontario
4468,Furniture,19,657.232,Delivery Truck,Hallie Redmond,Ontario,Ontario
4469,Office Supplies,47,257.2,Regular Air,Steven Roelle,Ontario,Ontario
4470,Furniture,29,6139.34,Delivery Truck,Steven Roelle,Ontario,Ontario
4471,Technology,41,4257.276,Regular Air,Duane Benoit,Ontario,Ontario
4472,Technology,17,1383.9,Express Air,Ken Brennan,Ontario,Ontario
4473,Office Supplies,37,132.12,Regular Air,Amy Cox,Ontario,Ontario
4474,Technology,47,1857.88,Regular Air,Pete Takahito,Ontario,Ontario
4475,Office Supplies,36,2160.83,Regular Air,Pete Takahito,Ontario,Ontario
4476,Furniture,20,43.94,Regular Air,Pete Takahito,Ontario,Ontario
4477,Furniture,14,3023.73,Delivery Truck,Kristen Hastings,Ontario,Ontario
4478,Furniture,25,8875.17,Delivery Truck,Kristen Hastings,Ontario,Ontario
4479,Technology,20,331.21,Express Air,Kristen Hastings,Ontario,Ontario
4480,Furniture,36,3602.12,Delivery Truck,Katrina Willman,Ontario,Ontario
4481,Furniture,43,1174.94,Regular Air,Katrina Willman,Ontario,Ontario
4482,Office Supplies,25,772.24,Regular Air,Noel Staavos,Ontario,Ontario
4483,Office Supplies,24,7871.91,Delivery Truck,Benjamin Venier,Ontario,Ontario
4484,Technology,33,15464.01,Delivery Truck,Katherine Murray,Ontario,Ontario
4485,Technology,28,4671.1495,Regular Air,Alan Schoenberger,Ontario,Ontario
4486,Technology,19,1942.1735,Express Air,Mark Packer,Ontario,Ontario
4487,Technology,26,1285.55,Regular Air,Eric Barreto,Ontario,Ontario
4488,Technology,20,3331.81,Regular Air,Karl Brown,Ontario,Ontario
4489,Technology,31,972.35,Regular Air,Noel Staavos,Ontario,Ontario
4490,Technology,38,3988.0895,Regular Air,Benjamin Venier,Ontario,Ontario
4491,Furniture,48,3400.63,Delivery Truck,Benjamin Venier,Ontario,Ontario
4492,Technology,22,1683.57,Regular Air,Karl Brown,Ontario,Ontario
4493,Office Supplies,1,13.53,Regular Air,Ben Peterman,Ontario,Ontario
4494,Technology,1,65.467,Express Air,Dave Poirier,Ontario,Ontario
4495,Office Supplies,27,305.05,Regular Air,Aaron Hawkins,Ontario,Ontario
4496,Office Supplies,3,907.18,Regular Air,Rick Duston,Ontario,Ontario
4497,Office Supplies,25,135.91,Regular Air,Alex Grayson,Ontario,Ontario
4498,Technology,6,1854.94,Regular Air,Dianna Wilson,Ontario,Ontario
4499,Office Supplies,30,250.29,Regular Air,Erica Hernandez,Ontario,Ontario
4500,Office Supplies,20,129.3,Regular Air,Christy Brittain,Ontario,Ontario
4501,Furniture,30,1775.33,Regular Air,David Kendrick,Ontario,Ontario
4502,Technology,13,15823.27,Delivery Truck,Noel Staavos,Ontario,Ontario
4503,Office Supplies,46,287.13,Regular Air,Paul Lucas,Ontario,Ontario
4504,Office Supplies,31,501.38,Regular Air,Raymond Fair,Ontario,Ontario
4505,Furniture,26,936.95,Regular Air,Debra Catini,Ontario,Ontario
4506,Technology,9,163.78,Regular Air,Fred McMath,Ontario,Ontario
4507,Furniture,20,2573.29,Delivery Truck,Astrea Jones,Ontario,Ontario
4508,Furniture,33,8305.19,Delivery Truck,Fred McMath,Ontario,Ontario
4509,Furniture,35,539.21,Delivery Truck,Tracy Poddar,Ontario,Ontario
4510,Furniture,4,123.82,Regular Air,Troy Staebel,Ontario,Ontario
4511,Technology,33,3387.32,Regular Air,Raymond Fair,Ontario,Ontario
4512,Technology,30,990.73,Express Air,Alejandro Savely,Ontario,Ontario
4513,Office Supplies,45,372.01,Regular Air,Noel Staavos,Ontario,Ontario
4514,Office Supplies,30,975.12,Regular Air,Troy Staebel,Ontario,Ontario
4515,Technology,18,2215.96,Delivery Truck,Chris Cortes,Ontario,Ontario
4516,Technology,43,1374.7,Express Air,Troy Staebel,Ontario,Ontario
4517,Technology,34,209.12,Regular Air,Craig Yedwab,Ontario,Ontario
4518,Office Supplies,27,172.7,Regular Air,Karl Brown,Ontario,Ontario
4519,Furniture,8,180.43,Regular Air,Alan Shonely,Ontario,Ontario
4520,Technology,47,9262.35,Regular Air,Becky Martin,Ontario,Ontario
4521,Office Supplies,42,242.8,Regular Air,Katrina Willman,Ontario,Ontario
4522,Office Supplies,47,271.78,Regular Air,Tony Molinari,Ontario,Ontario
4523,Office Supplies,16,179.26,Regular Air,Stefania Perrino,Ontario,Ontario
4524,Office Supplies,19,418.7,Regular Air,Karl Brown,Ontario,Ontario
4525,Office Supplies,19,193.25,Regular Air,Amy Cox,Ontario,Ontario
4526,Office Supplies,23,260.08,Regular Air,Hunter Lopez,Ontario,Ontario
4527,Furniture,41,8958.46,Regular Air,Dianna Arnett,Ontario,Ontario
4528,Technology,34,1177.5,Regular Air,Giulietta Dortch,Ontario,Ontario
4529,Technology,44,362.75,Regular Air,Dave Poirier,Ontario,Ontario
4530,Office Supplies,23,105.93,Regular Air,Michael Kennedy,Ontario,Ontario
4531,Furniture,9,2643.15,Delivery Truck,Eleni McCrary,Ontario,Ontario
4532,Technology,20,677.9,Regular Air,Eleni McCrary,Ontario,Ontario
4533,Office Supplies,44,3249.09,Regular Air,George Zrebassa,Ontario,Ontario
4534,Furniture,8,121.624,Delivery Truck,Dave Poirier,Ontario,Ontario
4535,Office Supplies,26,1033.93,Regular Air,Deanra Eno,Ontario,Ontario
4536,Furniture,19,1616.87,Delivery Truck,Sara Luxemburg,Ontario,Ontario
4537,Office Supplies,24,752.63,Regular Air,Pierre Wener,Ontario,Ontario
4538,Office Supplies,46,130.9,Regular Air,Tracy Poddar,Ontario,Ontario
4539,Furniture,3,224.744,Regular Air,Eric Barreto,Ontario,Ontario
4540,Technology,9,169.27,Regular Air,Pierre Wener,Ontario,Ontario
4541,Office Supplies,16,981.26,Regular Air,Dan Campbell,Ontario,Ontario
4542,Office Supplies,7,353.02,Regular Air,Amy Cox,Ontario,Ontario
4543,Office Supplies,24,222.43,Regular Air,Katherine Murray,Ontario,Ontario
4544,Office Supplies,20,302.94,Regular Air,Paul Knutson,Ontario,Ontario
4545,Office Supplies,6,20.47,Regular Air,Jennifer Patt,Ontario,Ontario
4546,Office Supplies,43,621.44,Regular Air,Michael Kennedy,Ontario,Ontario
4547,Technology,28,951.06,Regular Air,Raymond Fair,Ontario,Ontario
4548,Office Supplies,2,19.34,Regular Air,Chuck Sachs,Ontario,Ontario
4549,Technology,13,1341.31,Regular Air,Chris Cortes,Ontario,Ontario
4550,Office Supplies,10,197.21,Regular Air,Denise Leinenbach,Ontario,Ontario
4551,Technology,2,25.96,Regular Air,Amy Cox,Ontario,Ontario
4552,Technology,5,248.3955,Regular Air,Cathy Hwang,Ontario,Ontario
4553,Office Supplies,4,28.04,Regular Air,Evan Henry,Ontario,Ontario
4554,Office Supplies,13,646.55,Regular Air,Brian Stugart,Ontario,Ontario
4555,Office Supplies,39,392.81,Regular Air,Carlos Meador,Ontario,Ontario
4556,Furniture,41,5258.94,Delivery Truck,Erica Hernandez,Ontario,Ontario
4557,Technology,49,6335.8575,Regular Air,Bobby Elias,Ontario,Ontario
4558,Office Supplies,13,3723.99,Regular Air,Kean Thornton,Ontario,Ontario
4559,Furniture,49,5718.85,Delivery Truck,Alan Schoenberger,Ontario,Ontario
4560,Office Supplies,15,675.23,Regular Air,Daniel Raglin,Ontario,Ontario
4561,Office Supplies,16,38.2,Express Air,Brian Stugart,Ontario,Ontario
4562,Office Supplies,39,314.26,Regular Air,Pierre Wener,Ontario,Ontario
4563,Furniture,39,7680.29,Delivery Truck,Grant Donatelli,Ontario,Ontario
4564,Technology,38,336.85,Express Air,Julie Prescott,Ontario,Ontario
4565,Furniture,47,14960.096,Delivery Truck,Cari MacIntyre,Ontario,Ontario
4566,Office Supplies,39,1343.6,Regular Air,Grant Donatelli,Ontario,Ontario
4567,Office Supplies,8,35.28,Regular Air,Grant Donatelli,Ontario,Ontario
4568,Furniture,17,8937.38,Delivery Truck,Jason Fortune,Ontario,Ontario
4569,Furniture,11,108.85,Regular Air,Jason Fortune,Ontario,Ontario
4570,Office Supplies,49,157.47,Regular Air,Jason Fortune,Ontario,Ontario
4571,Office Supplies,4,25.82,Regular Air,Julie Prescott,Ontario,Ontario
4572,Furniture,17,579.71,Delivery Truck,Julie Prescott,Ontario,Ontario
4573,Technology,12,87.11,Regular Air,Jason Fortune,Ontario,Ontario
4574,Office Supplies,40,121.92,Express Air,Candace McMahon,Ontario,Ontario
4575,Office Supplies,26,1096.17,Regular Air,Candace McMahon,Ontario,Ontario
4576,Office Supplies,31,1447.62,Regular Air,Dave Brooks,Ontario,Ontario
4577,Furniture,20,97.65,Express Air,Jim Karlsson,Ontario,Ontario
4578,Office Supplies,41,1408.34,Regular Air,Jim Karlsson,Ontario,Ontario
4579,Technology,9,107.92,Regular Air,Jim Karlsson,Ontario,Ontario
4580,Technology,14,2151.08,Delivery Truck,Jim Karlsson,Ontario,Ontario
4581,Office Supplies,11,485.46,Regular Air,Cari MacIntyre,Ontario,Ontario
4582,Office Supplies,21,352.44,Regular Air,Philip Fox,Ontario,Ontario
4583,Furniture,8,114.73,Express Air,Candace McMahon,Ontario,Ontario
4584,Technology,30,3295.15,Regular Air,Grant Carroll,Ontario,Ontario
4585,Office Supplies,1,43.9,Regular Air,Grant Carroll,Ontario,Ontario
4586,Technology,38,1541.92,Regular Air,Jason Fortune,Ontario,Ontario
4587,Office Supplies,40,169.48,Regular Air,Jason Fortune,Ontario,Ontario
4588,Office Supplies,2,738.8,Delivery Truck,Philip Fox,Ontario,Ontario
4589,Technology,48,2750.7105,Regular Air,Philip Fox,Ontario,Ontario
4590,Office Supplies,33,2118.26,Regular Air,Dave Brooks,Ontario,Ontario
4591,Technology,27,822.7,Express Air,Julie Prescott,Ontario,Ontario
4592,Technology,5,2249.05,Regular Air,Julie Prescott,Ontario,Ontario
4593,Office Supplies,48,4813.67,Express Air,Julie Prescott,Ontario,Ontario
4594,Furniture,7,3877.88,Delivery Truck,Grant Donatelli,Ontario,Ontario
4595,Furniture,34,307.76,Express Air,Grant Carroll,Ontario,Ontario
4596,Technology,36,1129.9305,Regular Air,Grant Carroll,Ontario,Ontario
4597,Office Supplies,9,75.94,Regular Air,Grant Carroll,Ontario,Ontario
4598,Office Supplies,47,533.47,Regular Air,Philip Fox,Ontario,Ontario
4599,Office Supplies,21,61.94,Express Air,Philip Fox,Ontario,Ontario
4600,Office Supplies,6,49.81,Regular Air,Dave Brooks,Ontario,Ontario
4601,Furniture,40,9141.64,Delivery Truck,Dave Brooks,Ontario,Ontario
4602,Office Supplies,39,438.8,Regular Air,Candace McMahon,Ontario,Ontario
4603,Office Supplies,33,647.77,Regular Air,Frank Hawley,Ontario,Ontario
4604,Technology,39,315.88,Regular Air,Grant Carroll,Ontario,Ontario
4605,Technology,8,258.11,Regular Air,Grant Carroll,Ontario,Ontario
4606,Office Supplies,7,374.78,Regular Air,Ionia McGrath,New Brunswick,Atlantic
4607,Furniture,4,43.56,Regular Air,Lori Olson,New Brunswick,Atlantic
4608,Furniture,25,2553.84,Regular Air,Quincy Jones,New Brunswick,Atlantic
4609,Technology,48,7518.12,Regular Air,Patrick Jones,New Brunswick,Atlantic
4610,Office Supplies,42,374.38,Regular Air,Patrick Jones,New Brunswick,Atlantic
4611,Technology,21,1557.42,Regular Air,Patrick Jones,New Brunswick,Atlantic
4612,Furniture,14,410.27,Regular Air,Patrick Jones,New Brunswick,Atlantic
4613,Technology,18,1531.93,Delivery Truck,Patrick Jones,New Brunswick,Atlantic
4614,Office Supplies,15,68.32,Regular Air,Ionia McGrath,New Brunswick,Atlantic
4615,Furniture,3,536.38,Delivery Truck,Ionia McGrath,New Brunswick,Atlantic
4616,Technology,23,391.8755,Regular Air,Ionia McGrath,New Brunswick,Atlantic
4617,Office Supplies,41,1991.93,Regular Air,Ionia McGrath,New Brunswick,Atlantic
4618,Office Supplies,35,373.33,Regular Air,Nathan Mautz,New Brunswick,Atlantic
4619,Office Supplies,31,164.62,Regular Air,Patrick Jones,New Brunswick,Atlantic
4620,Furniture,36,4225.77,Delivery Truck,Patrick Jones,New Brunswick,Atlantic
4621,Office Supplies,8,53.89,Regular Air,Patrick Jones,New Brunswick,Atlantic
4622,Furniture,7,181.32,Regular Air,Nathan Mautz,New Brunswick,Atlantic
4623,Technology,30,835.1505,Regular Air,Karen Seio,New Brunswick,Atlantic
4624,Technology,7,771.834,Regular Air,Karen Seio,New Brunswick,Atlantic
4625,Office Supplies,43,449.17,Regular Air,Quincy Jones,New Brunswick,Atlantic
4626,Office Supplies,38,79.81,Regular Air,Quincy Jones,New Brunswick,Atlantic
4627,Technology,45,6688.11,Regular Air,Ken Lonsdale,New Brunswick,Atlantic
4628,Office Supplies,37,1520.26,Regular Air,Lori Olson,New Brunswick,Atlantic
4629,Furniture,30,688.02,Regular Air,Lori Olson,New Brunswick,Atlantic
4630,Office Supplies,41,473.67,Regular Air,Ionia McGrath,New Brunswick,Atlantic
4631,Office Supplies,12,28.41,Regular Air,Patrick Gardner,New Brunswick,Atlantic
4632,Furniture,33,7869.22,Delivery Truck,Karen Seio,New Brunswick,Atlantic
4633,Furniture,36,912.44,Regular Air,Karen Seio,New Brunswick,Atlantic
4634,Furniture,36,65.42,Regular Air,Quincy Jones,New Brunswick,Atlantic
4635,Technology,47,5750.94,Delivery Truck,Quincy Jones,New Brunswick,Atlantic
4636,Office Supplies,27,1991.26,Delivery Truck,Ionia McGrath,New Brunswick,Atlantic
4637,Furniture,24,10480.272,Delivery Truck,Ionia McGrath,New Brunswick,Atlantic
4638,Office Supplies,32,383.81,Regular Air,Patrick Jones,New Brunswick,Atlantic
4639,Furniture,12,2050.712,Delivery Truck,Nona Balk,New Brunswick,Atlantic
4640,Office Supplies,4,5.31,Regular Air,Nathan Mautz,New Brunswick,Atlantic
4641,Office Supplies,46,231.35,Regular Air,Quincy Jones,New Brunswick,Atlantic
4642,Technology,27,898.9,Regular Air,Lori Olson,New Brunswick,Atlantic
4643,Technology,16,3083.04,Delivery Truck,Erin Mull,New Brunswick,Atlantic
4644,Technology,43,21921.28,Delivery Truck,Nathan Mautz,New Brunswick,Atlantic
4645,Office Supplies,1,9.69,Regular Air,Nona Balk,New Brunswick,Atlantic
4646,Office Supplies,48,331.99,Regular Air,Nona Balk,New Brunswick,Atlantic
4647,Furniture,37,426.64,Regular Air,John Lee,New Brunswick,Atlantic
4648,Technology,8,1383.919,Regular Air,Erin Mull,New Brunswick,Atlantic
4649,Technology,33,528.54,Regular Air,John Lee,New Brunswick,Atlantic
4650,Office Supplies,33,362.17,Regular Air,Emily Phan,New Brunswick,Atlantic
4651,Office Supplies,25,290.46,Regular Air,John Lee,New Brunswick,Atlantic
4652,Technology,44,1207.4,Regular Air,John Lee,New Brunswick,Atlantic
4653,Technology,11,629.5865,Regular Air,Patrick Gardner,New Brunswick,Atlantic
4654,Office Supplies,50,20175.48,Regular Air,Erin Mull,New Brunswick,Atlantic
4655,Office Supplies,6,56.22,Regular Air,Patrick Jones,New Brunswick,Atlantic
4656,Office Supplies,30,107.96,Regular Air,Patrick Jones,New Brunswick,Atlantic
4657,Furniture,40,3169.992,Delivery Truck,Patrick Jones,New Brunswick,Atlantic
4658,Furniture,40,5232.83,Delivery Truck,Nathan Mautz,New Brunswick,Atlantic
4659,Technology,3,236.32,Regular Air,Patrick Jones,New Brunswick,Atlantic
4660,Office Supplies,45,2728.42,Regular Air,Ionia McGrath,New Brunswick,Atlantic
4661,Office Supplies,1,6.77,Regular Air,Patrick Jones,New Brunswick,Atlantic
4662,Technology,1,3550.28,Express Air,Nathan Mautz,New Brunswick,Atlantic
4663,Office Supplies,7,43.29,Regular Air,Lori Olson,New Brunswick,Atlantic
4664,Office Supplies,34,11747.97,Express Air,Patrick Gardner,New Brunswick,Atlantic
4665,Office Supplies,16,487.7,Regular Air,Emily Phan,New Brunswick,Atlantic
4666,Office Supplies,42,199.58,Regular Air,Erin Mull,New Brunswick,Atlantic
4667,Office Supplies,10,80.59,Regular Air,Erin Mull,New Brunswick,Atlantic
4668,Technology,32,4158.0725,Regular Air,Erin Mull,New Brunswick,Atlantic
4669,Technology,24,1840.8535,Regular Air,Karen Seio,New Brunswick,Atlantic
4670,Technology,33,1644.59,Regular Air,Ionia McGrath,New Brunswick,Atlantic
4671,Furniture,12,2409.424,Delivery Truck,Erin Mull,New Brunswick,Atlantic
4672,Office Supplies,43,367.11,Regular Air,Justin Deggeller,New Brunswick,Atlantic
4673,Office Supplies,22,152.44,Regular Air,Nathan Mautz,New Brunswick,Atlantic
4674,Office Supplies,20,2850.31,Regular Air,Karen Seio,New Brunswick,Atlantic
4675,Technology,13,89061.05,Regular Air,Emily Phan,New Brunswick,Atlantic
4676,Technology,40,6636.664,Regular Air,Emily Phan,New Brunswick,Atlantic
4677,Technology,50,2860.93,Regular Air,Ionia McGrath,New Brunswick,Atlantic
4678,Office Supplies,23,220.82,Express Air,Nathan Mautz,New Brunswick,Atlantic
4679,Office Supplies,16,336.29,Regular Air,Emily Phan,New Brunswick,Atlantic
4680,Technology,24,1390.6935,Regular Air,Nona Balk,New Brunswick,Atlantic
4681,Technology,20,1017.2885,Regular Air,Nona Balk,New Brunswick,Atlantic
4682,Furniture,50,86.7,Regular Air,Patrick Jones,New Brunswick,Atlantic
4683,Furniture,26,864.16,Regular Air,Nathan Mautz,New Brunswick,Atlantic
4684,Office Supplies,16,623.35,Regular Air,Patrick Jones,New Brunswick,Atlantic
4685,Office Supplies,9,70.88,Regular Air,Erin Mull,New Brunswick,Atlantic
4686,Furniture,10,55.82,Regular Air,Nathan Mautz,New Brunswick,Atlantic
4687,Technology,45,1335.316,Regular Air,Nathan Mautz,New Brunswick,Atlantic
4688,Office Supplies,39,213,Regular Air,Nathan Mautz,New Brunswick,Atlantic
4689,Office Supplies,39,231.08,Express Air,Nathan Mautz,New Brunswick,Atlantic
4690,Office Supplies,48,428.36,Express Air,Nathan Mautz,New Brunswick,Atlantic
4691,Office Supplies,26,118.43,Express Air,Ionia McGrath,New Brunswick,Atlantic
4692,Office Supplies,29,172.51,Regular Air,Patrick Jones,New Brunswick,Atlantic
4693,Furniture,4,698,Delivery Truck,Patrick Jones,New Brunswick,Atlantic
4694,Furniture,22,447.23,Regular Air,Erin Mull,New Brunswick,Atlantic
4695,Technology,34,1541.458,Regular Air,Patrick Jones,New Brunswick,Atlantic
4696,Technology,43,3277.39,Regular Air,Patrick Gardner,New Brunswick,Atlantic
4697,Office Supplies,11,127.32,Express Air,Emily Phan,New Brunswick,Atlantic
4698,Furniture,39,248.64,Regular Air,Nona Balk,New Brunswick,Atlantic
4699,Technology,5,845.614,Express Air,Patrick Jones,New Brunswick,Atlantic
4700,Office Supplies,18,84.74,Regular Air,Karen Seio,New Brunswick,Atlantic
4701,Office Supplies,43,279.83,Regular Air,Karen Seio,New Brunswick,Atlantic
4702,Office Supplies,20,98.57,Regular Air,Karen Seio,New Brunswick,Atlantic
4703,Furniture,40,102.15,Express Air,Patrick Gardner,New Brunswick,Atlantic
4704,Office Supplies,3,19.57,Regular Air,Ionia McGrath,New Brunswick,Atlantic
4705,Office Supplies,43,856.9,Regular Air,Patrick Jones,New Brunswick,Atlantic
4706,Office Supplies,16,519.65,Express Air,Ionia McGrath,New Brunswick,Atlantic
4707,Office Supplies,31,655.33,Regular Air,Justin Deggeller,New Brunswick,Atlantic
4708,Technology,10,958.18,Delivery Truck,Tony Sayre,New Brunswick,Atlantic
4709,Office Supplies,19,506.49,Regular Air,Karen Seio,New Brunswick,Atlantic
4710,Furniture,48,8367.68,Delivery Truck,Karen Seio,New Brunswick,Atlantic
4711,Furniture,1,74.31,Regular Air,Karen Seio,New Brunswick,Atlantic
4712,Technology,27,4584.73,Regular Air,Nathan Mautz,New Brunswick,Atlantic
4713,Furniture,44,4039.72,Express Air,Nathan Mautz,New Brunswick,Atlantic
4714,Technology,25,2570.944,Express Air,Nathan Mautz,New Brunswick,Atlantic
4715,Office Supplies,49,1944.87,Regular Air,Patrick Jones,New Brunswick,Atlantic
4716,Office Supplies,12,61.82,Regular Air,Patrick Jones,New Brunswick,Atlantic
4717,Office Supplies,40,144.28,Express Air,Erin Mull,New Brunswick,Atlantic
4718,Office Supplies,19,126.53,Regular Air,Erin Mull,New Brunswick,Atlantic
4719,Furniture,41,417.53,Regular Air,Tony Sayre,New Brunswick,Atlantic
4720,Office Supplies,32,167.07,Regular Air,Tony Sayre,New Brunswick,Atlantic
4721,Office Supplies,34,554.88,Regular Air,Tony Sayre,New Brunswick,Atlantic
4722,Office Supplies,48,309.65,Regular Air,Tony Sayre,New Brunswick,Atlantic
4723,Office Supplies,24,152.37,Regular Air,Tony Sayre,New Brunswick,Atlantic
4724,Office Supplies,13,76.38,Express Air,Patrick Jones,New Brunswick,Atlantic
4725,Technology,29,2948.63,Regular Air,Patrick Jones,New Brunswick,Atlantic
4726,Office Supplies,4,18.33,Regular Air,Patrick Jones,New Brunswick,Atlantic
4727,Office Supplies,10,86,Regular Air,Patrick Jones,New Brunswick,Atlantic
4728,Office Supplies,13,4805.36,Regular Air,Patrick Jones,New Brunswick,Atlantic
4729,Office Supplies,36,146.71,Regular Air,Patrick Jones,New Brunswick,Atlantic
4730,Office Supplies,36,475.92,Regular Air,Patrick Jones,New Brunswick,Atlantic
4731,Technology,37,4158.1235,Regular Air,Keith Dawkins,Manitoba,Prarie
4732,Office Supplies,38,283.65,Express Air,Joe Elijah,Manitoba,Prarie
4733,Office Supplies,50,262.87,Regular Air,Sheri Gordon,Manitoba,Prarie
4734,Technology,43,2531.0875,Regular Air,Sheri Gordon,Manitoba,Prarie
4735,Furniture,41,726.22,Regular Air,Stefanie Holloman,Manitoba,Prarie
4736,Office Supplies,27,353.62,Regular Air,Ken Black,Manitoba,Prarie
4737,Technology,22,646.07,Express Air,Joe Elijah,Manitoba,Prarie
4738,Technology,4,126.87,Regular Air,Lindsay Williams,Manitoba,Prarie
4739,Furniture,9,520.49,Regular Air,Logan Currie,Manitoba,Prarie
4740,Technology,28,334.89,Regular Air,Keith Dawkins,Manitoba,Prarie
4741,Furniture,3,172.04,Regular Air,Steve Chapman,Manitoba,Prarie
4742,Office Supplies,3,113.14,Regular Air,Steve Chapman,Manitoba,Prarie
4743,Office Supplies,32,1724.82,Regular Air,Steve Chapman,Manitoba,Prarie
4744,Office Supplies,22,1337.81,Regular Air,Marc Crier,Manitoba,Prarie
4745,Office Supplies,31,937.8,Regular Air,Ken Black,Manitoba,Prarie
4746,Office Supplies,40,227.37,Regular Air,Dave Brooks,Manitoba,Prarie
